#{"t_start": 1763179029.037796, "env_id": "None"}
r,l,t
-1172.9812,500,839.35476
-448.64456,500,839.35477
-922.1353,500,839.35478
-445.14136,500,839.354788
-507.01062,500,845.622317
-422.4612,500,845.622374
-339.74918,500,845.62239
-496.74252,500,845.622401
-498.11545,500,845.622411
-857.97906,500,845.622421
-1316.2601,500,851.699691
-543.0554,500,851.699748
-292.0153,500,851.699766
-591.17535,500,851.699777
-585.4883,500,851.699787
-237.35359,500,851.6998
-1270.5354,500,857.991916
-478.75238,500,857.991978
-705.83057,500,857.991994
-255.94695,500,857.992005
-1195.9526,500,857.992015
-704.99304,500,857.992024
-237.32791,500,864.067997
-344.80606,500,864.068059
-1158.1125,500,864.068078
-624.27386,500,864.068093
-750.16284,500,864.068103
-609.5664,500,864.068112
-409.3563,500,870.327949
-1493.6729,500,870.328007
-3477.4136,500,870.328023
-865.41876,500,870.328034
-944.4847,500,870.328043
-1308.5933,500,870.328052
-206.13432,500,876.594495
-701.01263,500,876.594548
-347.30743,500,876.594564
-310.1067,500,876.594575
-277.92795,500,876.594585
-252.83057,500,876.594594
-2013.0807,500,883.027772
-200.32512,500,883.028031
-707.5163,500,883.028056
-797.1312,500,883.028069
-349.9496,500,883.028079
-737.7126,500,883.028088
-622.9781,500,889.01699
-299.5848,500,889.017049
-2293.5586,500,889.017066
-553.4438,500,889.017077
-242.71634,500,889.017086
-180.09259,500,889.017095
-439.40234,500,895.177112
-828.0521,500,895.177172
-574.7679,500,895.177188
-1490.1545,500,895.177199
-475.96405,500,895.177209
-218.96364,500,895.177219
-457.73,500,901.261409
-195.85045,500,901.261461
-233.14748,500,901.26148
-317.01447,500,901.261491
-383.52417,500,901.261501
-1101.1326,500,901.26151
-1076.6971,500,907.590119
-320.79816,500,907.590702
-1986.3706,500,907.590738
-485.45468,500,907.590751
-557.9532,500,907.590761
-715.64703,500,907.59077
-458.7497,500,913.652677
-259.24512,500,913.652737
-319.9268,500,913.652754
-387.06464,500,913.652765
-212.96552,500,913.652775
-458.79742,500,913.652784
-967.44525,500,919.851126
-2553.354,500,919.85119
-365.6135,500,919.851208
-304.18158,500,919.851219
-906.2057,500,919.851229
-1089.2122,500,919.851237
-565.56445,500,926.205722
-380.55612,500,926.205778
-966.7299,500,926.205794
-454.05225,500,926.205805
-539.0723,500,926.205815
-267.71664,500,926.205827
-262.45615,500,932.415424
-294.2001,500,932.415479
-776.055,500,932.415494
-225.80537,500,932.415505
-223.6702,500,932.415514
-290.20715,500,932.415523
-726.6678,500,938.83337
-1619.9026,500,938.834409
-494.32104,500,938.834452
-428.51984,500,938.834464
-393.33102,500,938.834474
-192.91388,500,938.834484
-247.00192,500,945.615952
-368.2302,500,945.616194
-833.587,500,945.616215
-235.7629,500,945.616227
-1099.6837,500,945.616238
-479.65747,500,945.616248
-1403.1714,500,951.933792
-332.50458,500,951.933852
-296.5195,500,951.933868
-453.23093,500,951.93388
-261.67783,500,951.93389
-1006.1577,500,951.933899
-364.80655,500,958.349662
-398.34833,500,958.350456
-1280.3967,500,958.350498
-722.2555,500,958.350511
-188.86266,500,958.350522
-420.88547,500,958.350532
-676.67633,500,964.680676
-234.2592,500,964.680735
-368.36746,500,964.680752
-564.44763,500,964.680764
-1066.921,500,964.680775
-288.9277,500,964.680785
-419.61316,500,971.389852
-479.8321,500,971.389912
-515.84424,500,971.389928
-1930.497,500,971.389939
-421.5891,500,971.389948
-1692.9514,500,971.389958
-250.16104,500,978.18504
-375.50568,500,978.185814
-1318.6079,500,978.185881
-310.19485,500,978.185892
-412.7294,500,978.185902
-344.4862,500,978.185929
